Sample,Site,Member,Dickinson,Qps,QpT,Qms,Qrv,Qrm,Qrg,Kor,Kan,Kpg,Kmi,Kp,Krg,Krm,Krv,Ps,Pmy,Ptw,Prg,Prm,Prv,As,Atw,Arg,Arm,Arv,Lcmif,Lcmir,Lcmic,Lcmich,Lcmi,Lssc,Lcsf,Lcs,Lch,Lchb,Lss,Lsp,Lvf,Lva,Lvg,Lmf1,Lmf2,Lmf3,Lmf4,Rmf5,Lmp1,Lmp2,Lmp3,Lmp4,Rmp5,Lmb1,Sed,Gra,Volc,Met,C,Ap,Gr,Hb,Px,Rt,St,Zr,Mb,Mm,Mrg,Mrm,Chl,Gl,Op,Ph,Si,AR,Bz,Sh,Das,Ech,Fc,Md,Oo,Ra,Se,Fph,Pore
JR299,les Grands Bois 1,VS,242,1,0,190,0,0,0,13,10,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,2,1,2,0,0,0,11,2,36,0,0,0,0,0,0,27,0,0,0,0,1,1
JR300,Grande Combe,wf,319,12,0,228,0,0,7,24,0,15,0,0,5,0,0,19,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,167,0,0,0,0,0,0,0,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
JR301,Grange Sauthier,SM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR302,Grange Sauthier,SM,300,6,0,202,0,0,7,35,0,11,0,0,4,0,0,23,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,58,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82
JR303,Saut de la Pucelle,VS,315,1,0,194,0,0,2,51,6,0,0,0,2,0,0,43,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,326,0,0,0,0,0,0,0,2,1,0,0,0,3,2,6,0,0,0,0,0,1,7,0,0,1,0,0,0
JR304,Crête des Voirons,VS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR305,Rau Bruan,wf,304,0,0,209,0,0,1,26,8,0,0,0,0,0,0,48,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,260,0,0,0,0,0,0,0,4,11,0,0,0,0,35,12,0,0,0,0,0,0,6,0,0,0,0,0,0
JR306,Rau Bruan,wf,311,11,1,240,0,0,0,38,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,138,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,2,3,0,0,0,0,16
JR307,Rau Bruan,wf,315,37,2,162,0,0,14,8,22,12,0,0,17,1,0,22,0,0,2,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,6,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,13,2,4,79,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,21
JR308,Rau Bruan,wf,304,0,0,240,0,0,2,9,21,0,0,0,0,0,0,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,10,2,5,0,0,0,0,0,0,7,0,0,0,0,0,1
JR309,les Grands Bois 1,VS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR310,torrent Chez le Merizier,SM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR311,torrent Chez Rollin,SM,324,17,1,215,0,0,9,10,28,0,0,0,0,0,0,22,0,0,7,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,94,0,0,0,0,0,1,0,2,0,2,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2
JR312,carrière de Fillinges 1,VS,312,5,1,195,0,0,11,37,10,1,0,0,5,2,0,25,0,0,9,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,132,0,0,0,0,0,0,0,3,0,0,0,0,7,2,0,0,4,0,0,0,1,1,2,0,0,0,0,0
JR313,carrière de Fillinges 1,VS,314,8,1,219,0,0,7,13,14,6,0,0,2,0,0,21,0,0,8,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,121,0,0,0,0,0,0,0,1,1,0,0,0,1,3,6,0,2,0,0,0,0,0,0,0,1,0,2,0
JR314,carrière de Fillinges 1,VS,303,9,12,63,0,2,47,5,3,24,0,0,28,2,1,31,0,0,54,7,1,0,0,1,0,0,0,0,0,0,2,0,0,1,4,0,0,0,1,0,5,0,0,0,0,5,0,0,0,0,1,0,0,26,5,15,87,0,0,0,0,0,0,0,0,1,0,11,0,1,0,0,1,24,0,1,0,2,2,0,0,0,0,0,14
JR315,torrent de Chauffemérande,SM,332,14,8,61,0,0,47,11,1,40,0,0,25,8,2,67,0,4,27,6,0,1,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,5,0,0,0,0,0,0,0,24,3,5,117,0,0,0,0,0,0,1,1,3,1,4,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5
JR316,torrent de Chauffemérande,SM,291,16,9,28,0,0,55,0,30,0,0,0,46,6,0,32,0,0,56,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,27,0,8,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
JR317,torrent de Chauffemérande,SM,300,25,4,31,4,0,47,0,23,1,0,0,38,0,1,26,1,0,73,3,10,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,31,4,8,48,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
JR318,torrent de Chauffemérande,SM,304,3,0,175,1,0,15,36,0,3,0,0,0,0,1,46,0,0,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,10,1,2,103,0,0,0,0,0,0,0,3,6,0,0,0,2,0,9,0,3,0,0,0,1,12,0,0,0,0,4,5
JR319,torrent de Chauffemérande,SM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR320,carrière des Châteaux,AS,311,38,0,143,0,0,33,2,1,12,0,0,3,0,0,46,0,0,25,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22
JR321,carrière des Châteaux,AS,307,29,0,173,0,0,23,0,4,8,0,0,0,0,0,43,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,43,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,12
JR322,carrière des Châteaux,AS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR323,carrière des Châteaux,AS,333,11,0,203,0,0,11,26,1,8,0,0,10,0,0,34,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,196,0,0,0,0,0,0,1,1,4,2,0,0,0,2,0,0,2,0,0,0,2,12,1,0,0,0,0,2
JR324,carrière des Châteaux,AS,312,26,0,146,0,0,27,17,1,20,0,0,7,0,0,40,0,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,66,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,18
JR325,carrière des Châteaux,AS,312,36,0,152,0,0,24,2,8,18,0,0,7,0,0,36,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,24,4,1,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,26
JR326,carrière des Châteaux,AS,297,22,0,164,0,0,27,10,0,22,0,0,7,0,0,24,0,2,10,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,92,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,9
JR327,carrière des Châteaux,AS,317,31,0,168,0,0,19,30,0,6,0,0,10,0,0,26,0,0,14,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,9,4,1,64,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17
JR328,torrent de Chauffemérande,SM,320,7,0,220,0,0,2,12,30,7,0,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,184,0,1,0,0,0,0,0,0,1,0,0,0,3,3,13,0,2,0,0,0,0,5,0,0,0,0,0,14
JR329,carrière des Châteaux,AS,302,24,0,206,0,0,16,16,1,8,0,0,3,0,0,17,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,82,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
JR330,carrière des Châteaux,AS,301,20,0,177,0,0,13,23,0,18,0,0,9,0,0,33,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
JR331,torrent de la Molertaz,VC,269,39,2,65,1,0,20,29,1,29,0,0,12,0,0,42,0,5,10,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,9,2,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
JR332,Rocher d'escalade,AS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR333,Rocher d'escalade,AS,322,79,2,172,0,3,8,1,6,16,0,0,2,3,0,14,0,0,7,2,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,1,2,75,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
JR334,carrière Route des Noyers,AS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR335,Rocher d'escalade,AS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR337,carrière des Fayaux 1,Gu,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR338,carrière des Fayaux 1,Gu,315,18,0,220,0,0,2,1,0,0,0,0,0,0,0,67,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,121,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JR339,carrière des Fayaux 1,Gu,310,4,0,183,0,0,6,0,0,0,0,0,0,0,0,94,0,0,6,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,193,0,0,0,0,0,0,1,3,4,1,0,0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0
JR340,carrière des Fayaux 1,Gu,326,66,7,104,0,4,33,0,0,0,0,0,0,0,0,54,0,1,34,2,5,1,0,0,0,0,1,0,0,0,3,0,0,0,5,1,0,0,0,0,3,0,0,0,2,3,0,0,0,0,1,0,0,27,3,11,1,0,0,0,0,0,0,0,0,1,3,3,0,0,0,65,0,1,0,0,0,0,0,0,0,0,0,0,8
JR341,chemin du Château,AS,318,69,0,157,0,0,25,0,6,30,0,0,10,0,0,8,0,0,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6
JR342,Château-Neuf d'Allinges,AS,312,42,3,39,1,0,42,23,1,22,1,2,24,0,0,75,0,0,34,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR343,Château-Neuf d'Allinges,AS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR344,Rocher d'escalade,AS,327,63,0,182,0,0,9,25,1,14,0,0,10,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,91,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
JR345,Rocher d'escalade,AS,303,5,0,235,0,0,0,31,10,3,0,0,0,0,0,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,154,0,0,0,0,0,0,0,3,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
JR346,Rocher d'escalade,AS,336,71,2,187,0,0,12,11,0,17,0,0,11,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,49,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,46
JR347,torrent de la Molertaz,VC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR348,torrent de la Molertaz,VC,319,17,2,107,3,0,22,25,2,40,0,0,12,2,0,44,0,0,15,3,4,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,2,0,1,0,9,0,0,0,0,1,1,0,0,0,1,0,0,11,9,4,215,0,0,0,0,0,0,0,4,4,2,0,0,13,3,0,0,1,1,0,0,0,24,0,0,0,0,0,2
JR349,la Janière,VS,321,9,0,237,0,0,5,18,4,17,0,0,5,0,0,6,0,1,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,244,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9,2,0,0,0,2,0,1,0,0,0,7
JR350,torrent Combe Ecuer,wf,316,18,0,223,0,0,8,16,0,21,0,0,7,0,0,14,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,148,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18
JR351,torrent Combe Ecuer,wf,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR352,torrent Combe Ecuer,wf,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR353,torrent Combe Ecuer,wf,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR354,nant des Manants,VS,374,32,6,61,2,7,47,8,0,59,0,0,28,4,0,47,0,0,35,9,3,1,0,2,5,0,0,0,0,0,1,0,0,1,1,0,1,0,4,0,9,1,0,0,0,7,0,0,0,0,1,0,0,39,10,9,141,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6
JR355,nant des Manants,VS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR356,Rau Bruan,wf,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR357,Zollhaus,Gu,282,10,0,206,1,0,2,7,6,2,0,0,1,0,0,38,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,426,0,0,0,0,0,0,0,1,1,1,0,0,3,6,0,0,3,0,0,0,0,1,0,0,0,0,0,1
JR358,Zollhaus,Gu,305,2,0,251,0,0,1,3,12,0,0,0,0,0,0,32,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,3,0,0,0,0,8,140,4,0,0,0,0,0,0,8,0,0,0,0,0,1
JR359,Zollhaus,Gu,324,33,1,152,0,0,26,3,0,29,0,0,9,1,0,31,0,0,23,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,22,7,2,193,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,35,0,0,0,4,7,0,0,0,0,0,0
JR360,Zollhaus,Gu,317,27,0,186,0,0,13,0,6,0,0,0,1,0,0,64,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,119,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,1,2,0,0,2,0,1,0,0,0,0,2
JR361,Zollhaus,Gu,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR362,Zollhaus,Gu,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR363,Zollhaus,Gu,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR364,Zollhaus,Gu,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR365,carrière du Fenalet,UH,208,0,0,204,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,2,0,0,0,0,0,13,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0
JR366,carrière du Fenalet,UH,312,1,0,262,0,0,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,232,0,0,1,0,0,0,1,0,0,0,0,0,12,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0
JR367,carrière du Fenalet,UH,223,0,0,213,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR368,torrent de Chauffemérande,SM,326,26,2,99,0,1,38,1,0,39,0,0,16,0,0,49,0,2,36,2,0,1,0,0,1,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,1,0,4,0,0,4,0,0,0,0,1,0,0,31,1,9,97,0,0,0,0,0,0,0,0,0,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
JR369,nant des Manants,VS,314,26,0,151,0,0,10,21,0,32,0,0,7,0,0,50,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,156,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3
JR370,torrent de Chauffemérande,SM,308,2,0,244,0,0,1,20,1,5,0,0,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,169,0,0,0,0,0,0,0,0,1,0,0,0,0,3,18,0,3,0,0,0,0,3,0,0,0,0,7,5
JR371,torrent de Chauffemérande,SM,316,17,0,28,0,6,84,1,0,29,0,0,40,5,0,36,0,0,54,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,1,0,0,0,0,0,0,40,3,5,102,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
JR372,Grotte aux Loups,AS,242,21,2,26,0,1,44,7,11,3,0,0,17,0,0,46,0,1,41,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,6,2,0,0,2,3,0,0,0,0,0,0,0,41,6,7,37,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
JR373,Grotte aux Loups,AS,302,38,3,40,1,0,44,36,2,28,0,0,8,0,0,49,1,3,34,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,45,5,0,32,0,0,0,0,0,0,0,1,1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3
JR374,Grotte aux Loups,AS,304,37,5,44,1,0,41,33,2,15,0,0,11,0,0,35,0,0,19,2,2,41,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,1,0,1,1,0,0,0,0,0,0,0,29,3,4,6,0,0,0,0,0,0,0,4,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
JR375,Grotte aux Loups,AS,333,46,23,8,2,1,57,1,0,43,0,0,3,0,0,61,1,0,55,3,5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,13,1,0,0,1,2,1,0,0,0,0,0,0,44,10,4,19,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR376,carrière du Fenalet,UH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
